"v960066","v960067","v960070","v960071","v960073","v960115","v960119","v960272","v960281","v960284","v960292","v960293","v960365","v960385","v960420","v960568","v960571","v960605","v960606","v960610","v960701","v961039","v961300","religion"
1,1,5,2,3,2,64,50,50,50,50,50,NA,3,3,3,2,33,3,3,18,70,5,9
1,1,4,4,4,2,12,60,50,NA,50,50,4,3,4,2,2,23,5,3,11,60,5,9
2,1,4,3,3,2,12,70,30,NA,60,30,2,5,1,4,1,91,2,2,2,NA,5,9
2,1,1,1,1,2,12,85,70,50,70,50,4,1,1,3,1,84,2,3,3,60,5,9
1,1,4,3,3,2,12,70,60,50,70,50,4,3,2,2,1,27,5,3,2,60,5,9
2,1,2,2,1,2,31,50,85,15,50,50,4,3,5,1,1,72,1,3,16,70,5,1
1,1,1,1,1,3,31,40,40,60,50,70,7,3,6,4,1,42,1,6,16,40,5,1
1,1,1,2,1,2,31,15,0,70,30,85,6,3,4,4,1,43,1,4,21,15,5,1
1,1,4,3,3,2,31,50,0,40,50,50,NA,3,NA,5,1,36,1,3,19,40,5,1
1,1,1,1,1,2,31,100,85,0,70,30,3,1,1,4,1,48,1,6,21,70,5,2
2,1,4,3,3,2,31,85,60,0,60,15,3,1,1,4,2,29,1,6,15,60,5,9
1,1,3,3,1,2,173,50,NA,90,60,90,6,3,6,2,1,59,3,3,6,NA,NA,1
2,1,2,2,2,2,173,30,0,60,30,70,4,3,6,5,1,21,5,3,8,30,5,7
1,1,4,3,2,2,173,0,30,NA,NA,NA,2,3,NA,1,1,37,3,3,11,NA,5,7
2,1,3,3,2,2,173,50,15,NA,70,60,4,5,0,1,1,53,2,3,13,60,5,1
1,1,3,3,2,2,173,70,30,30,NA,NA,NA,1,3,1,1,71,3,3,12,50,5,1
2,1,3,3,3,2,173,100,100,100,100,100,4,1,5,NA,2,70,2,4,5,NA,5,2
1,1,2,2,2,2,0,0,0,85,15,70,4,3,6,4,1,41,1,7,24,NA,5,2
2,1,3,2,2,2,0,60,60,60,70,85,6,5,6,2,1,66,1,4,16,60,5,1
1,1,1,1,1,2,173,0,0,100,30,100,6,3,6,2,1,49,1,7,18,70,5,1
1,1,2,2,3,2,0,0,0,50,40,70,6,3,4,3,1,62,3,6,NA,40,5,2
1,1,3,2,3,2,0,NA,NA,NA,60,NA,4,5,1,3,1,46,1,5,16,50,5,2
1,1,2,2,2,2,0,70,60,15,60,40,4,1,1,4,1,34,1,4,18,50,5,1
1,1,1,2,1,2,0,0,0,65,40,40,5,5,4,5,1,58,1,5,19,70,5,1
2,1,3,2,3,2,0,60,70,50,50,85,4,3,5,2,1,42,1,5,21,50,5,1
2,1,3,3,3,2,0,0,0,85,0,85,6,3,6,2,1,64,1,3,17,0,5,1
1,1,2,2,3,2,0,70,50,30,70,60,3,3,2,3,2,42,3,5,14,60,5,9
1,1,3,3,2,2,0,0,15,60,40,60,NA,1,4,4,1,65,3,3,16,50,5,9
1,1,3,2,2,2,0,15,0,50,50,60,NA,3,5,2,1,70,1,3,15,30,5,1
1,1,4,3,2,2,22,70,70,0,60,0,NA,1,2,1,1,42,3,3,16,60,5,9
2,1,3,3,3,2,22,51,55,10,48,30,5,1,2,4,1,43,1,7,20,60,1,2
1,1,3,2,3,2,22,30,30,40,30,40,5,3,1,2,1,40,1,6,18,40,5,2
1,1,3,2,2,2,22,0,0,70,15,85,6,5,6,2,2,21,5,4,16,15,5,9
1,1,2,2,2,2,4,60,60,50,70,60,NA,3,0,2,1,41,1,3,21,70,5,7
1,1,3,3,3,2,4,85,60,40,85,0,NA,3,2,1,1,45,1,5,NA,75,1,9
1,1,2,2,2,2,4,0,15,100,30,70,5,3,5,1,1,64,1,6,20,50,5,2
1,1,2,2,3,2,4,0,15,60,15,85,6,3,6,4,1,39,1,7,NA,50,5,1
1,1,3,3,3,3,22,0,0,70,40,70,NA,5,4,1,1,46,1,4,19,15,5,1
2,1,3,3,3,3,22,50,15,30,70,70,NA,3,5,1,1,64,1,2,11,30,5,9
2,1,4,3,3,2,0,70,60,0,50,50,4,3,2,1,1,63,2,2,5,50,5,1
1,1,2,2,2,3,0,85,70,15,70,60,3,1,0,2,1,25,4,5,16,50,5,1
1,1,2,2,2,3,3,15,0,0,60,50,5,1,5,2,1,52,1,7,21,60,5,2
2,1,2,2,3,3,3,30,30,60,30,85,5,3,6,4,1,50,1,4,21,70,5,1
1,2,4,3,3,2,70,50,60,NA,50,60,NA,3,5,2,1,21,5,2,1,NA,NA,1
1,2,4,3,3,2,70,70,85,60,60,50,5,3,3,1,1,41,1,3,17,NA,NA,1
1,2,3,2,2,2,70,70,70,NA,85,50,6,1,5,5,1,45,1,4,NA,85,5,7
2,2,4,3,3,2,70,70,70,50,85,50,NA,3,0,1,1,22,5,4,7,NA,NA,1
1,1,1,2,2,2,14,30,10,30,30,90,6,1,6,2,1,34,1,6,20,70,5,2
2,1,2,2,1,2,14,0,0,85,0,100,7,5,6,5,1,71,3,3,NA,50,5,1
1,1,1,2,1,2,14,85,85,15,85,40,2,1,0,2,1,40,3,6,15,50,5,1
2,1,3,3,1,2,14,70,40,30,70,70,5,1,4,2,1,72,1,3,NA,50,5,1
2,1,2,2,2,2,9,85,85,40,85,60,NA,3,3,2,1,77,1,4,16,60,5,1
2,1,4,3,2,2,9,60,50,30,85,30,NA,5,0,2,2,50,5,3,12,50,5,9
1,1,1,2,1,2,7,85,70,60,70,60,NA,1,0,2,1,54,1,3,NA,75,5,2
2,1,3,2,2,2,7,86,60,70,70,50,NA,5,3,2,1,65,3,4,16,70,1,1
2,1,4,3,3,2,7,60,40,40,60,60,4,3,4,2,1,60,1,3,21,40,5,1
1,1,2,2,1,2,7,85,70,15,50,50,5,1,2,4,1,52,1,3,NA,60,5,1
2,1,3,2,3,2,7,60,40,60,40,70,6,3,5,3,1,30,1,4,20,70,5,2
2,1,3,3,3,2,0,48,50,75,40,90,5,5,6,2,1,87,2,3,12,50,5,9
1,1,1,2,1,2,0,70,70,40,50,85,6,3,6,5,1,36,1,3,17,15,5,1
2,1,3,3,1,2,0,30,15,50,40,70,5,3,5,3,1,35,1,3,NA,50,5,2
2,1,2,2,2,3,0,85,85,NA,70,50,3,3,1,2,1,65,1,2,15,85,5,1
2,1,2,2,3,3,0,100,100,0,100,0,4,3,0,4,1,70,1,2,13,60,5,9
1,2,5,4,5,3,266,100,100,85,100,85,6,1,0,2,1,38,1,3,20,75,NA,7
1,1,2,2,1,3,266,60,15,40,60,70,4,5,1,2,1,50,3,4,17,50,5,1
2,2,2,2,2,3,266,85,85,NA,85,30,3,1,0,4,1,26,1,4,13,100,5,1
1,2,2,3,2,3,33,100,100,60,85,60,4,1,0,2,1,70,1,2,10,100,5,7
1,2,1,3,1,3,33,70,60,50,85,85,4,3,3,5,1,69,3,2,4,85,5,1
1,1,2,2,1,3,3,100,85,60,85,50,5,1,1,4,1,48,3,3,2,85,5,1
2,1,3,3,1,3,40,15,0,70,15,85,5,3,5,4,1,64,1,3,17,70,5,2
1,1,1,1,1,3,40,15,0,70,30,70,6,3,6,4,1,34,1,7,21,30,5,1
2,1,1,1,1,3,4,30,40,100,0,85,5,3,6,4,1,87,2,6,18,85,5,1
2,1,2,3,3,3,4,0,0,90,25,80,6,3,5,2,1,37,1,4,22,65,5,1
2,1,4,2,5,3,4,70,70,50,60,80,4,1,5,4,1,39,1,7,18,60,5,1
2,1,1,1,1,3,4,70,100,30,70,40,4,3,2,5,1,32,1,6,22,70,5,1
2,1,4,3,3,3,25,85,85,40,100,30,NA,1,0,2,1,72,1,2,NA,70,5,1
1,2,5,5,3,3,0,85,85,NA,85,70,5,5,4,2,1,34,1,2,NA,85,5,3
1,2,4,3,3,3,0,85,70,15,85,30,3,3,0,2,1,46,1,3,19,60,5,1
2,2,3,3,3,3,0,100,85,0,50,50,NA,3,2,3,1,26,5,3,6,85,5,1
2,2,3,3,4,3,179,70,70,50,85,30,NA,3,0,1,1,35,2,4,10,NA,NA,1
1,2,4,3,3,3,179,60,60,NA,85,0,5,1,0,4,1,51,3,2,3,70,5,1
1,1,4,3,3,3,179,85,100,40,100,40,NA,3,0,1,2,85,2,1,4,70,5,9
2,2,4,3,3,3,179,30,50,50,60,60,NA,3,4,5,1,26,5,2,1,100,1,9
2,2,5,4,4,3,179,60,0,NA,NA,NA,5,5,1,1,1,24,5,2,1,NA,NA,7
1,2,3,3,3,3,179,85,100,40,50,70,4,3,3,3,1,31,5,4,1,100,5,7
2,1,4,3,3,3,179,70,70,50,100,85,NA,3,1,2,1,66,3,3,3,100,5,1
2,2,3,3,3,3,179,85,70,70,85,75,NA,5,1,2,1,57,1,2,12,60,5,1
2,2,4,3,3,3,179,85,85,60,85,60,4,3,1,4,1,33,1,3,16,85,5,1
2,1,2,2,3,3,179,80,90,75,80,85,5,3,5,4,1,44,1,7,NA,80,5,2
1,2,2,2,2,3,179,100,100,0,85,50,2,1,0,4,1,44,1,5,19,85,1,2
1,2,5,3,3,3,179,50,50,50,50,50,NA,1,3,1,1,37,1,3,16,50,5,7
2,1,3,3,2,3,179,70,70,0,70,60,NA,3,1,1,1,42,1,6,NA,60,5,2
2,1,4,3,3,3,1,60,30,NA,60,50,4,5,0,2,1,37,1,3,18,85,5,2
2,1,3,3,3,3,1,60,60,40,60,40,4,5,2,2,1,65,3,4,9,85,5,7
2,2,4,3,3,3,359,70,60,50,85,50,4,5,0,1,1,35,1,4,16,60,5,7
2,1,2,3,2,3,93,85,100,30,85,30,2,3,0,4,1,39,5,4,14,100,5,1
2,1,3,3,3,3,93,50,50,60,70,85,4,1,3,3,1,36,1,4,21,85,5,9
1,1,2,2,2,3,93,70,85,0,60,30,1,1,1,1,NA,41,5,6,14,85,1,3
1,1,2,3,3,3,359,60,45,72,40,65,5,3,4,1,2,46,5,6,21,50,5,9
2,2,4,3,3,3,359,60,60,30,60,50,5,1,1,2,1,31,1,4,NA,50,5,1
1,1,2,3,1,3,359,100,85,50,100,40,4,1,0,4,1,34,5,4,19,60,5,2
2,1,5,3,4,3,0,85,85,50,50,50,4,3,3,3,2,21,5,2,19,70,5,2
2,1,5,3,5,3,49,85,60,NA,70,30,5,3,2,1,1,36,1,3,20,90,1,2
2,2,3,2,1,3,635,50,70,50,50,85,7,5,4,1,1,33,5,3,3,NA,NA,1
1,2,4,3,2,3,635,85,85,50,60,30,NA,1,0,4,1,59,1,3,21,NA,NA,2
2,2,4,4,2,3,635,100,100,40,100,0,5,3,0,1,1,68,3,6,1,70,5,1
1,1,4,4,4,3,635,100,85,NA,100,0,4,1,1,3,1,55,1,2,13,50,5,7
1,1,2,2,2,3,635,70,60,0,60,30,5,1,3,2,1,33,1,4,21,60,5,9
2,1,3,2,3,3,635,50,40,40,50,50,NA,5,1,3,1,35,1,5,19,50,5,9
1,1,4,3,3,4,635,30,50,NA,30,85,NA,5,4,1,1,41,1,2,16,70,5,9
1,1,2,2,2,3,635,70,30,60,60,55,3,1,1,4,2,25,5,5,1,90,5,1
1,2,1,1,1,3,635,85,70,40,60,60,5,3,4,5,1,37,1,7,22,50,5,1
2,1,2,2,1,3,635,0,0,100,0,100,6,5,6,2,2,40,5,3,18,40,5,1
1,1,2,2,2,3,635,85,70,40,85,30,4,1,0,2,1,24,3,6,16,NA,NA,2
1,1,3,3,3,3,635,70,70,15,60,60,4,3,4,1,1,56,1,3,20,NA,NA,7
2,1,2,2,3,3,635,30,40,15,40,60,5,3,4,4,1,63,3,7,20,85,5,1
2,2,2,1,2,3,635,70,85,30,70,70,4,1,1,1,1,50,1,5,20,70,5,7
2,3,3,3,3,3,635,85,60,30,70,60,NA,1,5,2,1,49,1,5,22,65,5,7
2,2,4,4,4,3,635,100,100,NA,85,50,4,3,1,3,1,35,2,3,1,NA,NA,7
2,1,3,3,2,3,635,100,100,0,85,0,4,1,1,1,1,31,5,3,6,50,5,7
2,2,2,2,2,3,635,85,70,15,70,60,3,1,0,2,1,55,2,5,8,NA,5,7
2,2,3,3,4,3,635,100,70,50,100,50,NA,1,1,2,1,28,5,4,1,85,5,7
1,1,4,4,2,3,635,85,85,NA,70,85,6,3,5,4,1,40,5,3,3,85,5,1
2,2,3,3,2,3,635,100,50,30,70,70,4,1,1,2,1,30,5,5,15,100,5,1
1,1,3,3,3,3,635,30,0,70,40,70,4,1,5,2,1,51,3,3,18,50,5,1
2,1,2,2,2,3,635,60,70,30,70,70,4,3,1,1,1,24,1,3,19,85,5,1
1,1,3,2,2,3,4,70,85,60,70,60,4,1,0,1,1,84,1,4,18,70,5,2
2,1,3,3,3,3,4,85,85,0,60,60,4,3,3,5,1,40,1,3,19,85,1,1
1,3,NA,NA,NA,4,4,25,25,50,50,50,5,1,4,5,1,54,1,4,19,50,5,1
2,1,3,3,4,3,4,85,70,40,85,50,3,1,1,2,1,53,3,3,13,50,5,2
2,1,1,1,1,3,4,0,0,85,0,85,6,3,6,3,1,83,3,5,6,50,5,1
2,1,2,2,2,3,4,40,40,85,60,85,5,3,4,2,1,58,1,7,18,50,5,2
2,1,1,2,1,3,4,85,70,0,85,15,2,1,0,1,1,46,1,4,19,50,5,9
2,1,3,3,3,3,71,40,50,70,60,85,NA,3,6,3,1,84,2,4,7,60,5,2
2,1,2,2,2,3,71,60,60,50,40,70,5,5,4,4,1,69,1,6,NA,70,5,1
2,1,3,3,3,3,71,85,85,60,100,70,2,1,0,3,1,68,1,4,14,70,5,3
1,1,2,2,2,3,71,100,100,0,70,40,2,1,0,4,1,79,1,3,14,60,5,1
2,1,2,3,2,3,71,15,0,85,0,85,4,3,6,2,1,76,2,3,21,15,5,2
1,1,2,2,3,3,71,30,30,50,30,60,4,3,5,2,1,69,1,3,11,50,5,1
1,1,1,1,2,3,71,15,15,85,40,70,6,1,6,5,1,49,1,7,20,30,5,1
2,1,3,3,2,3,71,100,100,NA,50,50,NA,1,1,2,1,37,1,5,16,85,5,1
2,1,2,3,2,3,71,40,15,60,40,70,6,5,6,2,1,41,1,3,15,75,5,7
2,1,3,3,2,3,0,100,100,60,100,100,NA,3,1,1,1,67,3,2,2,30,5,1
1,1,3,2,2,3,0,30,15,0,70,50,6,5,2,2,1,47,1,5,21,85,5,1
1,1,4,4,5,3,0,70,70,15,NA,30,NA,1,0,5,1,70,1,1,7,30,5,1
2,1,2,3,1,3,0,60,60,50,60,70,NA,3,5,2,1,40,1,2,15,85,5,7
1,1,1,1,1,3,0,35,45,60,45,55,5,3,4,3,1,76,5,7,8,NA,NA,2
1,1,3,3,3,3,0,70,70,60,70,60,5,3,1,2,1,62,3,4,10,70,5,1
1,1,3,2,2,3,0,15,0,70,50,70,6,1,5,2,2,71,1,6,NA,40,5,1
1,1,3,2,2,3,0,70,60,15,50,50,3,1,2,1,2,42,5,3,22,70,5,2
2,1,4,3,3,1,0,70,70,50,30,15,5,5,2,1,1,26,4,5,NA,85,5,2
2,1,3,3,3,3,0,100,60,0,100,30,NA,1,0,2,1,63,3,1,2,100,5,9
2,2,5,4,5,3,0,70,NA,NA,70,0,NA,5,3,1,1,36,2,3,10,90,5,9
2,1,4,4,3,3,0,85,85,NA,60,50,NA,5,2,1,2,55,3,1,8,60,5,1
1,1,4,4,4,3,0,15,15,NA,40,70,NA,5,4,1,1,23,1,2,15,50,5,1
1,1,3,3,3,3,0,30,30,70,40,60,5,3,5,1,1,68,3,3,4,30,5,1
2,1,5,3,4,3,0,50,15,NA,NA,NA,NA,3,4,NA,1,82,2,1,8,NA,5,9
2,1,3,3,3,3,0,0,0,NA,0,70,7,1,1,4,1,79,2,2,16,15,5,1
1,1,2,3,1,3,0,100,100,0,85,40,3,1,0,3,1,49,3,7,7,60,5,1
2,1,4,3,3,3,3,85,85,50,85,60,4,1,0,3,1,32,3,3,3,85,5,2
1,1,3,3,3,3,3,85,85,60,85,60,5,3,0,4,1,77,1,6,16,50,5,1
1,1,3,3,3,3,3,85,70,40,70,70,2,3,1,4,1,43,1,7,16,15,5,1
1,1,3,3,3,3,29,100,100,60,100,0,4,1,0,5,1,58,1,1,16,85,5,7
1,1,4,3,4,3,29,50,50,50,50,60,2,3,5,3,2,24,5,3,13,NA,NA,2
1,1,3,3,3,3,29,85,NA,50,70,85,5,3,2,1,2,25,1,5,14,85,5,9
2,1,3,3,3,3,84,85,70,15,85,30,3,1,1,2,1,26,5,6,12,70,5,9
1,1,1,1,1,3,84,85,100,40,60,40,4,1,1,4,2,67,1,2,7,NA,5,2
2,1,3,3,3,3,84,100,100,30,100,70,4,3,0,2,1,51,1,3,18,NA,NA,1
1,1,3,3,3,3,33,100,70,0,100,15,NA,1,0,2,1,47,1,1,4,80,5,2
2,1,2,2,1,2,8,30,30,60,40,70,6,3,5,4,1,67,2,6,16,60,5,1
1,1,1,2,2,3,8,85,85,0,100,30,2,3,0,3,2,78,1,3,12,85,5,2
2,1,4,4,3,3,0,70,85,NA,70,60,NA,3,1,2,1,53,1,3,12,85,5,2
2,1,3,2,3,3,0,0,0,70,40,85,6,3,6,2,1,41,1,4,24,85,5,9
1,1,4,3,3,3,0,70,60,50,85,60,NA,3,1,3,2,30,1,3,8,50,5,9
2,1,3,3,3,3,0,100,100,60,100,85,NA,1,0,1,1,61,1,1,11,85,5,2
1,1,4,3,2,3,0,85,85,50,100,50,NA,3,2,5,1,25,5,2,2,85,5,1
1,1,3,3,3,3,0,100,85,70,60,85,NA,1,4,4,2,21,1,2,1,NA,NA,1
1,1,3,3,3,3,30,60,60,40,85,85,NA,5,2,2,1,35,5,3,14,85,5,2
2,1,2,3,2,3,30,85,70,0,85,60,2,1,0,4,1,38,1,5,14,86,1,9
1,1,3,2,2,3,30,85,70,50,85,55,4,3,1,4,1,21,5,4,12,85,5,1
1,1,1,1,1,1,104,0,0,100,15,85,6,5,6,5,1,25,5,6,20,15,5,1
1,2,3,3,3,3,104,100,85,40,100,85,NA,3,0,1,1,46,1,3,4,100,5,9
2,2,3,3,3,3,104,85,70,30,100,40,4,3,2,3,1,30,5,3,4,60,5,1
2,1,4,3,4,3,104,60,40,15,85,15,3,3,1,4,1,39,3,5,9,NA,NA,9
2,1,4,3,3,3,104,70,70,50,60,50,NA,3,3,2,1,38,4,3,14,50,5,2
2,1,4,3,3,3,104,30,0,0,60,30,NA,5,1,5,1,70,2,2,8,75,5,1
2,2,4,4,3,3,104,85,70,NA,40,40,NA,1,4,2,1,34,3,2,5,85,5,7
2,2,4,3,3,3,104,85,85,NA,100,0,4,1,0,3,1,42,3,5,1,100,5,1
2,2,3,4,3,3,104,100,85,0,100,50,4,3,0,2,1,44,5,3,4,60,5,9
1,2,5,5,3,3,104,100,100,70,85,70,7,1,6,5,1,35,4,2,3,70,5,3
1,2,5,4,3,3,104,85,70,NA,85,60,5,1,1,2,1,77,3,4,1,85,5,1
2,2,2,2,3,3,104,100,100,30,100,60,6,3,0,5,1,61,1,3,NA,85,5,9
2,2,3,4,4,3,104,100,100,NA,100,50,NA,3,1,2,1,28,5,3,2,NA,NA,1
1,1,2,2,2,3,9,50,0,50,40,50,4,5,4,3,1,37,5,6,18,15,5,7
1,1,2,2,2,3,9,0,0,85,15,85,6,3,6,2,1,70,1,6,20,15,5,1
2,1,2,2,2,3,9,0,0,85,15,85,5,3,5,4,1,79,2,7,16,70,5,1
1,1,3,3,3,3,9,70,50,15,60,40,3,1,2,3,1,40,1,6,20,50,5,2
1,1,2,2,2,3,9,30,15,40,40,60,6,1,5,4,1,66,1,6,22,60,5,1
1,1,2,2,2,3,9,60,60,40,60,50,5,1,0,5,1,75,1,6,17,70,5,1
2,1,3,3,3,3,9,40,30,50,40,60,6,3,5,4,1,41,1,4,17,40,5,1
1,2,3,3,2,3,2,90,90,NA,95,80,2,3,0,1,1,43,1,4,21,70,5,1
2,4,3,3,3,3,2,55,50,60,60,60,6,3,4,4,1,50,1,6,21,50,5,1
2,1,3,3,3,3,2,40,50,60,40,60,4,3,4,2,1,72,1,3,17,60,5,2
2,1,4,4,3,3,2,100,85,15,100,40,3,1,1,4,1,62,1,3,10,NA,NA,9
2,1,5,3,3,3,2,50,40,NA,50,50,NA,3,2,5,2,27,3,6,16,70,5,9
1,1,3,3,3,3,2,50,60,30,50,50,4,3,3,3,1,52,3,3,10,85,5,1
1,1,2,2,1,3,2,85,90,8,65,35,2,1,2,4,2,28,5,4,18,85,1,7
2,1,4,3,4,3,2,50,50,50,60,50,NA,3,4,3,1,24,3,4,16,NA,NA,9
1,1,3,2,3,3,2,60,50,50,60,60,4,3,3,3,2,35,1,5,6,100,5,9
2,1,3,2,2,3,2,85,60,30,85,50,NA,1,0,5,1,25,5,5,12,70,5,1
1,1,4,3,3,3,2,15,60,30,40,70,4,3,4,1,1,22,5,4,20,NA,NA,1
1,2,4,4,3,3,2,98,80,NA,85,30,7,5,0,2,1,62,3,3,16,85,5,1
1,1,3,3,3,3,2,85,85,50,70,70,6,1,5,5,1,59,1,4,20,85,5,1
2,2,4,3,3,3,2,85,85,60,100,70,4,1,0,4,1,47,3,3,15,85,5,1
2,2,3,3,2,3,2,85,85,30,60,50,4,1,1,5,1,43,1,5,17,60,5,1
1,1,3,3,3,3,9,50,50,40,50,50,4,3,4,4,1,57,1,6,16,50,5,1
2,1,3,2,2,3,9,70,70,70,70,85,4,1,5,4,1,36,1,4,23,60,5,1
2,1,2,2,2,3,9,60,60,40,60,70,6,3,5,2,1,36,3,6,21,50,5,1
2,2,3,3,2,3,9,100,85,NA,85,0,NA,3,0,2,1,59,1,5,18,0,5,7
2,1,1,3,2,3,9,0,0,60,25,80,6,3,6,2,1,35,1,7,21,20,5,1
2,1,3,3,3,3,9,60,70,50,70,50,4,1,1,4,1,27,1,3,16,60,5,9
1,1,3,3,3,3,9,15,15,70,15,85,NA,3,5,2,2,48,1,3,21,40,5,9
2,1,5,3,5,2,0,60,60,30,60,50,NA,3,1,2,1,67,1,3,9,60,5,1
2,1,4,3,4,2,0,85,60,50,60,50,NA,3,1,4,1,67,2,3,6,70,5,1
2,1,4,3,3,2,0,85,70,30,85,50,NA,1,2,2,1,68,2,3,10,100,5,1
2,1,2,3,2,2,0,60,60,50,50,60,4,3,1,3,2,48,1,3,19,50,5,9
2,1,5,3,3,2,0,60,40,30,60,30,NA,3,1,4,2,41,1,2,18,50,5,9
1,1,5,3,5,2,0,85,50,0,85,60,NA,3,1,2,2,46,1,3,20,50,5,1
1,1,2,3,2,3,35,0,0,0,15,85,6,3,6,2,1,42,1,4,16,40,5,2
2,1,3,3,1,3,35,85,85,50,100,60,3,1,0,2,1,71,2,2,5,70,5,1
2,1,3,3,3,3,35,60,60,15,40,40,4,3,0,4,1,69,5,3,4,60,5,2
1,1,4,3,3,3,3,85,50,10,70,30,NA,5,1,4,1,82,2,2,11,40,5,2
2,1,5,3,3,3,0,50,30,NA,50,50,4,5,3,1,1,34,5,3,4,60,5,1
1,1,4,3,4,3,0,60,60,60,60,60,4,3,5,2,1,47,1,3,13,60,5,1
1,1,2,2,1,3,27,30,30,85,30,70,NA,3,4,4,1,20,5,4,16,80,5,1
2,1,4,3,3,3,27,70,85,0,50,50,NA,3,NA,1,2,31,1,3,15,50,5,9
1,1,5,3,3,3,165,60,50,NA,60,60,5,5,5,1,NA,28,4,3,13,70,5,1
1,1,3,2,2,3,165,85,72,40,55,55,3,1,1,4,1,41,1,6,20,57,5,3
2,1,NA,NA,NA,3,165,70,70,NA,NA,NA,NA,1,3,2,1,62,2,1,NA,NA,NA,1
1,1,1,1,1,3,165,70,70,15,70,30,1,1,0,5,2,49,5,6,11,85,5,9
1,1,2,2,1,3,165,85,85,15,60,40,3,1,2,2,1,35,5,6,13,NA,NA,3
2,1,4,3,3,3,165,0,0,70,15,70,NA,5,5,2,1,64,1,3,16,40,5,1
2,1,2,1,1,3,165,85,70,15,100,30,2,1,0,4,2,34,3,6,17,85,1,1
2,1,1,1,2,3,165,15,50,40,30,70,4,3,5,2,2,34,5,6,16,NA,NA,1
2,1,4,3,3,3,165,85,70,70,70,60,4,1,1,2,1,23,5,4,16,85,5,1
