"v960066","v960067","v960070","v960071","v960073","v960115","v960119","v960272","v960281","v960284","v960292","v960293","v960365","v960385","v960420","v960568","v960571","v960605","v960606","v960610","v960701","v961039","v961300","religion"
2,1,3,1,2,3,165,60,40,70,40,85,6,5,6,5,1,35,1,4,20,70,5,1
1,1,1,2,1,3,0,0,15,70,15,60,5,3,4,5,1,44,1,6,23,60,5,1
1,1,1,2,1,3,0,100,85,30,85,30,4,3,0,2,1,42,5,7,18,70,1,1
2,1,3,2,2,3,0,30,30,40,40,70,5,3,4,2,1,37,1,5,18,60,5,1
2,1,3,3,3,3,0,70,85,60,70,85,NA,3,5,2,1,41,1,6,21,70,5,1
1,1,3,3,2,3,3,40,0,50,15,85,5,3,5,2,1,67,5,3,15,60,5,1
2,1,2,3,1,3,3,70,70,40,60,40,3,1,2,3,1,47,1,3,21,85,5,9
1,1,4,3,4,3,0,50,50,0,50,50,NA,1,NA,1,2,66,3,3,NA,NA,NA,9
2,2,3,3,3,3,0,60,65,10,70,90,4,3,6,2,1,65,3,4,7,85,5,1
2,2,3,2,3,3,0,70,70,50,85,40,NA,3,0,2,1,25,5,6,17,70,5,1
2,1,2,2,2,3,0,60,15,40,40,60,3,3,6,4,1,45,1,6,24,70,5,1
2,1,3,2,2,3,0,40,50,60,40,70,6,3,5,2,1,43,1,6,24,60,5,2
1,1,1,1,1,3,0,15,15,85,15,70,6,5,6,5,1,37,1,6,4,0,5,1
2,1,3,2,3,3,0,0,0,85,15,70,6,1,6,4,1,36,1,6,24,15,5,1
1,1,1,1,2,1,0,5,5,60,35,65,5,3,4,4,2,41,1,7,NA,50,5,1
2,1,1,1,1,3,0,60,50,60,60,40,3,3,1,4,1,34,1,6,22,70,5,2
1,1,2,2,2,3,0,0,0,65,35,65,7,5,4,1,2,73,1,6,24,35,5,9
1,1,2,2,2,3,0,20,20,80,40,75,5,1,6,4,1,50,1,4,24,60,5,2
2,1,1,1,1,3,0,0,0,70,70,40,6,1,6,4,1,51,3,7,22,50,NA,2
2,1,1,1,1,3,0,85,85,15,85,30,2,3,0,2,2,35,1,7,17,85,1,1
2,2,3,3,1,3,0,85,85,40,85,50,NA,3,0,1,1,38,4,5,16,70,5,1
2,1,3,3,2,3,0,70,60,40,60,40,4,3,0,3,1,67,2,1,11,85,5,1
2,1,2,3,3,3,0,0,15,50,15,60,5,5,2,2,1,32,1,3,13,NA,NA,1
1,1,1,1,1,3,203,0,0,85,0,100,7,3,6,5,2,26,5,6,15,40,5,9
2,2,3,2,2,3,203,100,100,0,100,9,NA,NA,0,1,1,76,2,2,NA,100,5,1
2,1,3,3,2,3,203,70,40,NA,85,40,5,5,1,2,1,56,2,4,8,50,5,1
1,1,4,2,4,3,203,85,NA,NA,NA,NA,NA,3,NA,2,1,38,1,5,NA,50,5,9
2,2,3,3,2,3,203,70,60,NA,70,70,NA,NA,1,4,1,37,3,3,16,85,5,1
2,2,3,3,3,3,203,85,85,60,85,70,7,3,2,2,1,56,3,3,10,NA,NA,7
1,2,1,1,1,3,203,100,85,60,85,15,5,1,2,2,1,68,1,3,14,85,5,7
1,2,3,3,3,3,0,NA,NA,NA,NA,NA,NA,5,3,NA,1,57,1,3,NA,70,5,9
2,1,2,2,3,4,516,15,15,60,50,85,4,3,4,4,1,60,3,4,18,60,1,1
2,1,3,2,3,4,516,85,45,15,60,45,2,3,1,4,2,32,1,3,21,70,5,9
1,1,3,3,3,4,26,0,15,85,30,70,5,3,6,1,1,54,3,6,21,50,5,9
2,1,3,3,3,4,42,70,60,40,30,50,3,3,2,2,2,40,3,3,17,100,1,9
1,1,2,2,2,4,42,70,40,40,75,55,3,1,1,2,1,34,1,4,21,60,5,2
2,1,3,3,3,4,42,70,60,70,60,60,4,1,5,3,2,27,1,6,17,60,5,9
1,1,2,2,3,4,42,70,60,50,50,60,4,3,4,3,1,28,5,7,17,50,5,2
2,1,2,2,2,4,45,80,85,25,70,50,3,1,0,3,2,72,3,4,14,NA,NA,9
1,1,3,3,2,4,45,0,0,100,30,100,6,3,6,2,1,34,1,3,16,40,5,7
2,1,3,2,3,4,70,85,70,40,85,60,5,1,0,2,1,45,1,6,22,60,5,1
2,1,3,3,2,4,10,85,70,0,70,60,4,1,2,4,1,74,2,3,14,70,5,1
2,1,3,3,3,4,10,70,60,40,60,50,NA,3,2,2,1,54,1,5,17,60,5,9
2,1,3,2,2,4,10,85,65,0,85,40,2,3,0,2,1,32,1,5,20,50,5,9
2,1,2,2,1,4,10,15,15,100,30,85,6,3,5,5,1,56,1,4,20,0,5,1
1,1,3,3,3,4,10,15,15,60,40,60,6,3,5,5,1,38,1,3,16,70,5,1
2,1,5,4,4,4,55,85,70,NA,85,60,NA,5,1,1,1,42,4,3,16,70,5,9
2,1,4,2,3,4,55,0,50,50,50,50,3,3,2,4,1,42,1,5,18,NA,NA,1
1,1,3,3,2,4,55,0,0,50,50,50,5,5,5,2,1,31,1,3,16,50,5,1
1,1,3,3,2,4,468,50,50,40,60,40,5,5,0,4,1,76,2,4,12,50,5,1
1,1,2,2,2,4,468,15,30,50,40,60,6,5,5,2,1,70,3,4,11,30,5,9
2,2,3,2,3,4,468,40,50,35,40,40,4,5,3,4,2,38,1,6,18,30,5,7
1,2,4,3,3,4,468,60,60,30,40,40,5,1,2,2,2,29,1,3,19,70,5,9
1,2,3,3,3,4,468,65,70,35,75,65,4,1,1,4,1,50,1,6,21,50,5,9
2,1,2,2,2,4,468,85,75,20,70,65,5,1,5,4,2,27,5,6,17,80,5,9
1,1,4,4,2,4,468,70,85,50,60,50,5,1,1,5,2,61,3,3,13,85,1,1
1,2,1,1,3,4,468,79,70,45,65,60,4,1,1,2,2,42,1,6,20,70,5,7
2,2,2,2,2,4,468,100,100,50,100,40,4,1,0,5,1,39,5,3,15,100,5,1
1,1,3,3,4,4,468,5,0,5,0,0,5,5,3,1,1,24,5,3,11,10,5,9
1,1,3,3,4,4,222,60,40,60,60,85,NA,3,5,4,1,53,1,3,18,50,5,9
2,1,2,2,2,4,222,30,15,60,30,60,4,3,6,2,1,31,1,6,22,60,5,1
2,1,2,2,2,4,222,70,70,30,50,50,4,5,3,2,1,47,1,5,21,50,5,9
1,1,1,1,1,2,222,0,0,85,0,60,4,3,6,2,1,38,1,6,21,30,5,1
2,1,3,2,2,4,29,100,85,60,85,70,NA,5,2,4,1,61,1,3,12,70,5,9
1,1,2,2,1,4,29,100,85,NA,100,90,4,3,1,3,1,79,3,1,9,85,5,2
2,1,4,3,2,4,29,60,50,50,60,40,6,3,3,4,1,44,3,6,15,50,5,2
2,1,2,1,2,4,83,75,85,5,70,40,2,1,1,4,2,56,1,7,24,60,5,9
1,1,1,1,2,4,83,60,60,60,70,60,2,3,2,4,1,45,1,5,24,70,5,9
2,1,2,2,1,4,83,30,60,60,50,60,4,3,3,4,1,24,1,6,21,40,5,2
2,1,1,1,1,4,83,85,85,15,85,15,3,3,0,2,1,29,1,6,14,85,1,9
1,1,1,1,1,4,83,70,60,0,60,15,3,1,1,4,1,40,5,4,14,85,5,1
2,1,1,1,1,4,83,90,85,15,90,10,2,1,0,4,2,33,1,6,4,60,5,9
2,1,1,1,1,4,83,70,100,0,85,30,3,1,0,5,2,47,5,7,11,90,1,1
1,1,2,2,2,4,83,70,40,15,60,60,3,1,1,4,2,28,6,6,1,60,5,3
1,1,2,2,2,4,83,65,65,0,65,15,1,1,2,2,1,43,1,6,19,70,5,2
1,1,2,1,3,4,83,60,70,30,70,30,3,3,2,4,2,27,5,7,19,50,5,9
2,1,3,3,3,4,51,85,85,0,60,0,2,3,1,3,1,41,5,3,16,60,5,9
2,1,NA,NA,NA,4,51,15,15,85,40,70,6,3,6,2,1,49,2,3,18,15,5,1
2,1,2,2,1,4,51,15,0,85,30,85,6,5,4,1,1,68,1,6,14,15,5,7
2,1,NA,NA,NA,4,51,85,85,15,70,50,3,1,0,5,1,72,1,6,20,60,5,2
2,1,2,2,1,4,51,50,30,85,30,85,6,5,6,4,1,80,2,6,9,40,5,2
2,1,NA,NA,NA,4,51,100,85,0,70,0,5,3,0,5,1,65,1,2,16,60,5,2
2,1,4,3,3,4,51,70,60,50,60,40,6,1,1,2,1,31,1,3,21,60,5,1
1,1,NA,NA,NA,4,51,20,30,80,10,90,6,1,6,2,1,68,1,3,22,70,5,2
1,1,1,2,1,4,110,15,0,0,15,15,4,1,3,2,2,41,1,6,22,0,5,9
1,3,3,3,1,4,110,0,0,100,30,100,6,1,6,5,1,49,1,6,24,50,5,1
2,1,4,3,1,4,110,40,70,65,45,70,5,1,6,4,1,40,1,6,NA,80,1,7
2,1,2,2,1,4,110,0,15,70,15,70,6,3,6,4,2,34,1,7,21,40,5,9
2,2,1,1,1,4,266,100,85,60,85,60,5,1,1,5,1,51,2,3,13,100,5,1
2,1,3,2,2,4,266,70,60,15,70,15,NA,1,1,3,1,47,3,4,10,100,1,9
1,1,2,3,3,4,182,15,15,60,0,80,6,3,6,2,1,30,1,4,21,NA,NA,2
2,1,3,2,3,4,182,70,60,0,70,30,3,1,2,2,2,29,5,4,17,70,5,9
1,1,1,1,1,4,182,85,0,40,85,15,6,3,6,1,1,56,1,3,21,70,5,2
1,1,2,2,2,4,182,60,60,40,70,40,3,3,1,3,2,35,1,5,21,100,5,9
1,1,3,3,3,4,227,70,70,30,40,40,4,3,2,4,2,25,5,5,12,85,5,9
1,2,2,2,2,4,27,100,100,0,85,15,4,1,2,5,1,46,1,3,24,100,1,2
2,1,3,3,2,4,27,85,85,30,85,0,3,3,1,5,1,38,1,4,23,85,5,9
1,1,3,2,3,4,27,85,85,30,85,60,2,1,1,4,1,26,5,5,16,85,1,2
1,1,2,3,2,4,27,60,70,40,70,85,3,1,3,1,1,63,1,2,19,80,5,9
2,1,2,2,2,4,27,0,0,30,15,70,4,3,5,1,2,31,1,3,20,40,5,9
1,1,NA,NA,NA,4,27,70,70,50,60,70,3,1,5,2,2,25,3,5,21,40,5,9
2,1,3,3,3,4,27,0,0,85,0,100,6,5,5,5,1,35,1,5,7,0,5,1
2,1,1,2,1,4,23,100,100,15,85,60,4,1,5,4,2,70,3,4,18,100,5,9
2,1,2,3,1,4,23,0,0,85,15,85,6,1,6,4,1,49,3,6,23,40,5,1
2,1,1,2,1,4,23,15,15,85,40,60,6,3,6,1,1,58,5,6,17,30,5,1
2,1,1,1,1,4,23,60,0,60,40,85,5,1,5,2,2,54,1,5,24,85,5,9
2,1,2,2,2,4,23,100,100,0,70,30,3,1,0,4,1,76,2,5,17,NA,NA,2
1,1,2,2,3,4,23,0,15,70,30,60,6,3,6,5,1,46,1,4,24,40,5,1
2,1,1,2,1,4,23,40,30,40,40,70,5,1,6,4,1,62,5,7,16,70,5,1
2,1,4,3,3,4,88,50,40,NA,30,30,NA,5,3,1,2,46,1,3,5,50,5,9
1,1,NA,NA,NA,4,88,65,70,40,45,45,3,1,2,4,1,32,1,6,23,80,5,2
1,4,1,1,1,1,88,40,60,15,40,70,6,1,5,2,1,28,1,6,21,50,5,2
2,1,3,3,3,4,40,100,100,NA,100,15,4,1,0,2,2,21,1,3,15,NA,NA,9
1,1,3,3,2,4,40,85,40,30,70,30,2,1,0,4,2,35,5,4,12,70,1,9
1,1,2,3,1,4,40,85,70,60,100,40,6,3,0,2,2,72,1,2,6,85,5,9
2,1,3,3,3,4,40,0,0,50,40,70,4,5,1,1,1,38,1,3,16,60,5,9
2,1,2,2,1,4,40,70,40,0,60,0,4,5,0,5,1,40,4,6,2,NA,NA,7
1,1,3,3,3,4,40,60,50,50,60,60,4,3,4,4,1,30,1,3,20,85,1,9
1,1,3,2,2,4,2,70,70,30,70,15,5,3,1,5,1,44,1,5,24,70,5,1
2,1,4,3,4,4,2,100,100,NA,85,15,NA,5,1,5,1,83,2,1,6,75,5,9
1,1,3,3,2,4,2,0,0,50,10,60,6,1,6,2,1,34,1,3,15,30,5,7
1,1,3,3,3,4,2,0,0,NA,0,0,4,5,4,1,2,52,1,2,3,50,5,9
2,1,3,2,3,4,2,85,60,30,60,50,4,1,1,4,1,27,1,3,20,60,5,1
1,1,2,2,2,4,2,15,15,50,15,15,5,5,4,1,1,42,1,4,19,NA,NA,7
2,1,2,2,2,4,2,30,30,50,60,85,NA,5,4,4,2,51,3,3,11,NA,NA,9
2,1,2,2,1,4,2,85,85,40,85,60,3,3,0,4,2,35,4,4,15,70,5,9
2,1,3,2,2,4,2,15,15,60,60,70,4,5,5,4,1,38,5,4,22,70,5,1
2,1,3,2,3,4,354,0,50,NA,85,70,4,5,5,2,2,87,2,6,NA,50,5,9
2,1,2,2,1,4,354,70,60,30,60,40,3,3,2,5,1,53,1,3,23,40,5,7
1,1,1,1,2,4,354,15,0,70,15,85,7,3,6,4,1,55,3,6,24,70,5,1
1,1,1,1,2,4,354,50,70,50,60,70,5,1,5,4,1,70,1,7,21,50,5,1
1,1,2,2,2,4,354,0,0,85,40,75,6,5,5,4,2,56,1,3,20,40,5,9
1,1,2,2,2,4,354,80,75,0,75,50,3,1,2,2,2,47,1,6,22,NA,NA,9
1,1,2,2,1,4,354,100,100,60,60,70,4,1,5,3,1,69,1,4,21,30,5,2
2,1,4,4,5,4,50,30,30,50,50,60,5,3,5,1,1,46,1,1,NA,NA,NA,7
2,1,NA,NA,NA,4,50,85,70,40,70,40,3,3,0,4,1,44,1,3,20,70,5,9
2,1,4,3,1,4,50,70,15,15,85,30,NA,1,5,4,1,26,1,5,NA,60,5,7
2,1,2,2,2,4,354,0,0,60,15,100,6,3,6,1,2,81,2,5,22,85,5,9
1,1,1,2,1,4,354,70,40,30,70,15,4,3,2,4,2,47,1,6,22,70,5,2
1,1,4,4,3,4,354,40,40,NA,40,60,4,3,5,2,1,37,1,3,17,50,5,7
2,1,3,3,3,4,354,40,40,NA,50,50,NA,1,5,2,1,77,2,3,5,95,5,1
2,1,1,1,1,4,354,30,15,70,40,85,6,3,6,4,1,68,3,4,13,60,5,1
2,1,2,2,1,4,354,100,85,0,100,0,3,1,0,2,1,60,1,5,16,70,1,9
2,2,4,3,2,4,354,85,85,NA,70,50,3,1,2,2,1,26,5,2,2,NA,NA,2
2,1,2,2,2,4,354,85,100,0,70,30,3,1,0,2,2,29,5,6,15,NA,NA,9
1,1,2,2,2,4,354,85,85,15,60,40,2,1,0,4,1,44,1,6,NA,50,5,2
1,3,1,2,1,4,354,85,85,15,85,15,3,1,2,2,1,43,1,3,NA,85,5,9
2,1,1,3,1,4,0,40,30,40,40,70,3,3,5,4,1,74,2,6,15,60,5,1
1,1,2,2,1,4,0,15,0,85,60,50,5,5,6,4,2,50,1,6,24,30,5,9
1,1,NA,NA,NA,4,0,85,70,15,85,30,1,1,0,4,2,43,3,6,17,80,5,9
2,1,NA,NA,NA,4,0,85,70,40,85,40,6,1,0,3,1,62,1,3,16,70,5,1
2,1,3,3,2,4,0,100,85,0,100,15,5,1,0,1,2,76,1,2,15,60,5,9
2,1,2,1,2,4,0,70,85,0,70,15,2,1,1,2,2,50,3,6,21,70,1,9
1,1,3,2,3,4,0,85,85,0,70,40,4,1,2,2,1,46,1,6,18,60,5,1
1,4,2,1,2,4,0,70,85,0,70,15,1,3,1,2,2,42,5,7,16,100,1,9
2,1,3,2,1,4,0,85,85,30,85,60,3,3,0,4,2,58,1,4,17,70,1,9
2,1,3,2,2,4,0,30,35,60,35,85,6,1,6,4,1,40,3,6,24,60,5,9
1,1,3,3,2,4,45,100,85,0,100,50,4,1,0,3,2,81,1,3,9,100,5,9
2,1,3,3,2,4,45,100,100,0,100,40,6,1,0,5,1,74,2,3,8,60,5,1
1,1,3,3,3,4,45,NA,NA,50,40,70,5,1,6,3,1,35,1,2,NA,50,5,1
2,1,3,3,2,4,45,100,85,0,100,0,2,1,0,2,1,88,2,4,4,70,5,1
2,1,4,4,3,4,45,85,85,40,70,70,4,3,2,2,2,46,3,3,14,50,5,9
2,1,2,2,1,4,45,70,60,40,70,60,3,1,2,3,1,32,1,4,11,70,5,1
2,1,3,3,3,4,45,100,70,40,85,40,4,1,0,2,1,50,1,3,NA,NA,NA,1
1,1,3,3,3,4,45,70,60,0,70,40,NA,1,2,2,1,20,5,2,4,NA,NA,7
1,1,1,1,1,4,9,75,70,30,70,60,3,1,1,5,2,40,2,6,19,85,5,1
2,1,4,3,3,4,0,60,NA,NA,50,50,6,1,2,1,1,50,1,3,NA,60,5,9
2,1,3,2,2,4,0,60,15,50,60,0,NA,1,1,1,2,55,3,5,10,50,5,9
2,1,3,2,2,4,0,0,0,60,15,60,6,3,5,2,1,57,3,5,6,0,5,7
2,1,5,4,3,4,0,70,85,NA,85,NA,NA,3,1,2,1,76,2,3,NA,75,5,1
1,1,5,4,4,4,0,85,85,50,100,0,NA,3,0,1,1,69,1,3,5,70,5,1
2,1,3,2,2,4,0,70,70,0,60,60,3,5,2,2,2,43,3,6,11,85,1,9
1,1,1,2,1,4,113,70,85,15,70,30,3,5,1,4,1,50,5,7,12,85,5,9
1,1,1,1,1,4,113,0,0,60,30,70,5,1,6,2,1,28,5,4,23,50,5,1
1,1,4,4,5,4,113,60,60,NA,60,70,NA,5,3,3,1,36,3,3,12,NA,NA,9
2,1,2,2,2,4,113,65,75,0,40,10,1,3,2,5,1,27,5,6,3,90,NA,7
2,1,2,2,1,4,16,85,60,15,85,40,NA,1,1,2,2,72,2,4,9,60,5,9
2,1,3,3,3,4,16,30,40,NA,40,60,6,1,4,2,1,74,2,4,15,65,5,2
1,1,2,2,1,4,16,30,60,85,60,85,NA,5,6,2,2,77,1,6,24,50,5,9
2,1,3,2,2,4,16,85,85,30,85,60,4,3,0,2,1,74,3,4,15,NA,5,2
2,1,3,3,3,4,900,50,50,30,50,30,3,1,1,3,1,36,3,5,14,NA,NA,1
1,1,3,2,2,4,900,40,10,70,30,80,6,3,5,2,1,34,1,6,23,50,5,1
1,1,2,2,1,4,900,35,40,70,20,85,6,5,6,2,1,73,3,3,16,85,5,9
1,1,3,3,3,4,900,90,80,40,80,30,3,1,0,4,1,48,1,3,19,75,5,2
2,1,2,2,2,4,900,75,60,15,60,30,3,1,2,2,1,30,1,5,24,100,1,9
2,1,4,2,3,4,900,15,0,60,0,100,NA,3,6,1,1,60,2,3,15,60,5,2
2,1,2,2,2,4,900,70,60,40,85,40,3,3,5,2,2,28,4,3,12,85,5,9
1,1,NA,NA,NA,4,900,75,50,0,75,50,4,3,0,4,1,74,1,2,14,65,5,2
1,1,2,2,2,2,900,40,30,60,30,85,4,3,5,4,2,76,1,4,15,50,5,9
2,1,2,2,2,2,900,50,50,50,50,70,5,NA,5,2,1,64,1,2,18,50,5,1
2,1,5,2,5,4,900,65,55,NA,50,50,NA,3,3,3,1,28,1,4,20,NA,NA,1
1,1,2,3,2,4,900,0,0,70,40,65,6,3,6,4,2,34,5,6,12,NA,NA,9
1,2,2,3,1,4,900,100,100,60,85,50,4,1,1,2,2,51,6,3,19,100,1,9
1,1,2,2,3,4,900,85,60,0,70,60,3,3,1,2,2,45,3,6,20,60,5,9
2,1,3,2,2,4,900,60,40,30,60,60,5,1,6,4,1,75,2,7,NA,70,5,1
2,1,3,2,3,4,900,0,0,70,0,100,7,5,5,4,1,51,1,7,NA,60,5,1
1,1,3,3,2,4,900,85,70,15,85,40,4,1,2,2,1,82,2,6,NA,70,5,2
2,1,3,3,2,4,900,100,100,40,100,60,6,1,0,5,1,75,1,3,NA,85,5,2
2,1,3,2,3,4,900,85,85,40,60,40,2,1,2,4,2,43,5,7,19,100,1,9
2,1,3,3,2,4,900,40,60,60,50,70,6,3,6,4,1,27,1,4,NA,40,5,9
2,1,4,3,3,4,900,75,75,50,50,50,4,1,1,4,1,85,2,2,12,50,5,1
2,1,2,3,1,4,900,85,70,40,70,60,4,1,4,5,1,37,1,6,NA,70,1,9
2,1,4,3,4,4,900,50,40,20,50,50,5,3,2,2,2,73,2,2,14,75,5,1
2,1,3,3,3,4,900,70,70,NA,50,10,6,1,1,4,1,25,1,3,15,85,5,2
1,1,2,3,1,4,900,50,50,75,50,75,5,1,5,2,1,83,2,3,11,60,5,1
2,1,2,2,2,4,900,85,100,0,60,30,3,1,1,3,2,55,3,4,14,70,1,1
2,1,2,2,2,4,900,96,96,10,80,15,3,1,0,4,1,58,1,3,16,60,5,9
2,1,3,3,3,4,900,95,95,10,85,65,4,1,5,4,1,33,1,3,19,65,5,2
1,1,2,2,1,4,900,100,60,30,100,60,6,1,0,1,1,76,1,3,13,50,5,1
2,1,4,3,3,4,900,90,60,40,90,50,5,1,1,2,1,59,2,3,5,65,5,1
2,1,4,3,3,4,900,90,90,50,90,70,5,1,0,2,1,42,3,2,13,60,5,2
2,1,4,3,3,4,900,85,60,40,80,40,4,1,0,1,1,47,4,3,16,85,5,2
2,1,4,3,3,4,900,60,50,NA,50,50,NA,5,2,2,2,46,1,2,NA,NA,NA,9
1,1,2,3,2,4,900,75,75,15,60,35,4,1,1,2,1,64,1,3,14,85,1,9
2,1,2,2,3,4,142,75,75,5,50,70,2,1,6,4,1,65,2,4,19,70,5,9
2,1,4,3,3,4,142,75,75,65,75,35,6,1,6,3,1,82,2,5,15,50,5,1
1,1,2,3,2,4,142,70,70,20,55,35,3,1,1,5,2,47,3,7,22,50,5,9
2,1,2,1,2,4,142,67,85,50,50,50,4,1,5,4,1,44,3,6,6,50,5,7
2,1,3,2,3,4,142,85,85,10,75,50,3,1,0,4,1,64,2,5,17,70,5,9
2,1,2,1,1,4,142,85,100,0,100,15,2,1,0,4,1,76,1,6,22,60,5,9
2,1,3,2,4,4,142,70,40,40,60,85,5,3,6,5,2,79,2,7,19,50,5,1
1,1,2,1,2,4,142,70,60,20,40,40,5,1,4,2,1,60,1,7,NA,60,5,1
2,1,2,2,3,4,142,100,100,15,70,50,4,5,0,1,1,69,1,3,18,85,1,2
2,1,2,2,2,4,288,60,60,60,40,80,5,1,6,2,1,31,1,6,20,NA,NA,9
2,1,3,3,3,4,288,70,40,60,70,40,6,1,2,4,2,48,1,3,22,50,5,9
2,1,1,1,2,4,288,15,15,15,15,85,6,1,6,1,1,39,1,3,19,0,5,7
1,1,2,2,1,4,288,60,85,50,60,70,5,3,6,4,1,35,1,6,21,60,5,9
2,1,3,2,3,4,288,70,40,60,70,60,3,3,2,4,1,31,5,5,16,NA,NA,7
2,1,3,3,3,4,288,40,60,60,50,50,6,3,5,2,1,35,3,4,12,50,1,7
1,1,1,1,1,4,288,30,15,60,35,75,5,3,6,2,1,40,1,6,18,35,5,1
2,1,2,2,2,4,288,100,100,0,85,15,2,1,0,2,1,52,3,4,13,100,1,7
2,1,NA,NA,NA,4,288,70,65,20,65,50,4,5,0,4,1,35,5,5,12,NA,NA,9
2,2,1,1,1,2,288,85,85,0,70,30,2,5,0,4,1,35,1,4,19,40,5,7
2,1,NA,NA,NA,4,288,50,50,55,50,50,5,1,2,4,1,37,1,4,21,70,1,1
1,1,2,2,1,4,288,70,60,60,70,60,4,1,5,2,2,30,1,6,20,70,5,1
1,1,3,2,3,4,288,60,30,15,50,40,5,1,1,5,1,36,1,3,NA,NA,NA,2
2,1,3,3,3,4,288,40,40,50,50,50,4,3,3,2,2,29,3,6,15,85,1,7
1,1,3,3,2,4,288,30,30,70,30,70,6,3,6,4,1,30,1,6,NA,20,5,7
1,1,3,2,3,3,288,30,50,40,40,70,6,3,5,4,1,38,1,6,22,60,5,7
2,1,1,1,2,4,288,85,60,0,70,30,3,3,0,4,1,35,1,7,NA,70,5,1
1,1,2,2,2,4,288,50,50,30,50,50,3,3,5,2,2,38,1,4,21,50,5,9
1,1,1,2,1,4,288,0,0,85,20,75,5,3,5,2,1,49,1,6,20,NA,NA,1
1,1,2,2,2,4,288,60,30,30,50,40,6,1,6,2,1,41,1,6,24,0,5,7
2,1,3,3,3,3,635,40,15,40,40,85,6,3,4,2,1,62,2,3,15,60,5,1
2,1,3,2,2,3,16,70,40,60,60,70,5,3,5,2,1,82,2,3,6,60,5,1
